"assessid","stockid","country","region","area","method","method1","method2","species","comm_name","b0_true","msy_true","type","class","order","family","genus","taxa_level","linf_cm","vonb_k","winf_kg","tmax_yr","tmat_yr","m","lmat_cm","temp_c","habitat","depth_m_mid","migratory","depth_m_min","depth_m_max","comm_depth_m_min","comm_depth_m_max","troph","feeding","repro_mode","spawning","repro_guild1","repro_guild2","spawning_ground","lmax_cm","wmax_kg","lme_name","fao_area","long_dd","lat_dd","lat_dd_abs","area_sqkm","n","yr1","yr2","sst_c_avg","sst_c_median","sst_c_trend","tb_max","tb_avg","tb_trend","tb_sd_trend","catch_avg","bbmsy_n","bbmsy_avg","ffmsy_n","ffmsy_avg","sst_c_avg2","sst_c_trend2","r","r_se","r_lo","r_hi","k","k_se","k_lo","k_hi","betaT","betaT_se","betaT_lo","betaT_hi","betaT_inf","sigmaP","sigmaP_se","sigmaP_lo","sigmaP_hi","rho","rho_se","rho_lo","rho_hi"
"DFO-MACKNWATLSA3-4-1968-2014-WATSON","MACKNWATLSA3-4","Canada","Canada East Coast","Northwest Atlantic (NAFO Subareas 3 and 4)","Unknown","unknown","Unknown","Scomber scombrus","Mackerel",NA,NA,"finfish","Actinopterygii","Perciformes","Scombridae","Scomber","species",41.2477359968697,0.345137662924762,0.62436988997402,13.8119594641597,3.03097703406888,0.287659477519624,28.86684177992,11.4977221356873,"pelagic-neritic",500,"oceanodromous",0,1000,0,200,3.73,"variable","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Labrador - Newfoundland",21,-53.45861724,45.32139089,45.32139089,2472581.354,45,1968,2012,11.0190687269949,10.9336748980298,0.0260202705238947,610000,305326.666666667,-10905.7971014493,-0.0178783559040153,27859.3333333333,0,NA,0,NA,10.9769476564782,0.00225566944873201,0.20838252419853,0.0962006539536679,0.084312770712938,0.515026087082292,0.82771674831269,0.134750723419479,0.601596350357628,1.13882841049494,0.334981114941332,0.201689479203329,-0.0603302642971921,0.730292494179857,"none",0.106842093385187,0.0112624796369229,0.0868987555420893,0.131362444119239,-0.102861489022536,0.162908690552139,-0.422162522504729,0.216439544459656
"WGHMM-MEG8c9a-1985-2010-NEUBAUER","MEG8c9a","multinational","Europe (EU)","VIIIc-IXa","VPA","XSA","Extended Survivor Analysis","Lepidorhombus whiffiagonis","Megrim",NA,NA,"finfish","Actinopterygii","Pleuronectiformes","Scophthalmidae","Lepidorhombus","species",51.225058229197,0.154853753116525,1.15087636734227,13.1400458460859,2.70804095922377,0.301679285534074,20.2499687162381,10.3788631850957,"bathydemersal",400,NA,100,700,NA,NA,3.51,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Iberian Coastal",27,-8.524128667,40.8046046,40.8046046,255982.9232,24,1986,2009,16.5046538526399,16.6091809906065,0.0307700486805129,2970,1522.16666666667,-86.0713043478284,-0.028980237154151,371.041666666667,0,NA,0,NA,16.1636540782427,0.00860092953622596,0.162168295199129,0.0270903893096841,0.116887803812715,0.224989734685486,5.0130254102517,0.622606050864481,3.92989293934246,6.39468406689827,-0.187652558753718,0.186086929477151,-0.552382940528934,0.177077823021498,"none",0.0907587302182788,0.0131890029845897,0.0682637358678043,0.12066651504081,-0.0163366122200619,0.207348120025183,-0.422738927469421,0.390065703029297
"NMFS-MENATLAN-1940-2005-STANTON","MENATLAN","USA","US East Coast","Atlantic","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Brevoortia tyrannus","Atlantic menhaden",NA,NA,"finfish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","species",34.9400629378232,0.383686229063399,1.42158789498861,8.70010398941757,2.9342638703358,0.599651277868469,23.3263912723662,19.2790518956041,"pelagic-neritic",25,"oceanodromous",0,50,NA,NA,2.61,"filtering plankton","dioecism","two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","shelf",NA,NA,"Northeast U.S. Continental Shelf",21,-73.85295577,35.90895381,35.90895381,910227.994,50,1955,2004,19.3314457021046,19.3555828490284,-0.00187421480212556,3070000,1053380,-11607.8271308524,-0.00378105118268806,352440,0,NA,0,NA,19.4137005954943,-0.00299464129764069,0.429807425495467,0.095221917859273,0.278413662893034,0.663524990445659,1.01940072098231,0.243679367274366,0.638070199535723,1.62862617733188,0.221645743809637,0.155117741416609,-0.0823850293669179,0.525676516986191,"none",0.0965705873510538,0.00966332714178579,0.0793721056493464,0.117495665070646,-0.0301807164502034,0.197391493114218,-0.417068042954072,0.356706610053665
"NEFSC-MONKGOMNGB-1980-2009-HIVELY","MONKGOMNGB","USA","US East Coast","Gulf of Maine / Northern Georges Bank","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","Lophius americanus","Monkfish",NA,10745,"finfish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","species",149.869636903637,0.0825305679621351,43.019912179549,14.0964161533662,3.95237760417946,0.210344563779028,50.3416942582688,9.03306872643478,"demersal",400,"oceanodromous",0,800,NA,NA,NA,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Northeast U.S. Continental Shelf",21,-68.64410104,42.48622584,42.48622584,84093.17882,29,1980,2008,9.28190430128711,9.2317750275135,0.00909280718938898,1e+05,61837.9310344828,-1404.92610837439,-0.0140492610837439,8749.31034482759,0,NA,29,0.951103448275862,9.02087931289594,0.00975081340898615,0.164164861458125,0.143499814206937,0.0295947112426181,0.910639117801421,1.07696820206356,0.139096684882491,0.836109673572122,1.38721096635652,0.247613969307265,0.138817081252616,-0.0244675099478619,0.519695448562392,"none",0.0190870275773884,0.00252399522158917,0.0147291135301057,0.0247343209756202,0.97153261641696,0.0763366734497594,0.821912736455431,1.12115249637849
"NEFSC-MONKSGBMATL-1980-2009-HIVELY","MONKSGBMATL","USA","US East Coast","Southern Georges Bank / Mid-Atlantic","Statistical catch at length model","AD-CAL","An AD-Model Builder catch at length model","Lophius americanus","Monkfish",NA,15279,"finfish","Actinopterygii","Lophiiformes","Lophiidae","Lophius","species",149.869636903637,0.0825305679621351,43.019912179549,14.0964161533662,3.95237760417946,0.210344563779028,50.3416942582688,9.03306872643478,"demersal",400,"oceanodromous",0,800,NA,NA,NA,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Northeast U.S. Continental Shelf",21,-72.23884719,39.33201948,39.33201948,139320.4267,29,1980,2008,13.9971822569229,14.099732149215,0.00926845173041053,147000,120972.413793103,-618.719211822697,-0.00420897423008638,10769.6551724138,0,NA,29,0.344172413793103,13.8638670535245,0.00448956131767184,0.395284341103026,0.0462193861290033,0.314325340534193,0.497095493655423,1.06091862805963,0.0458834544521187,0.974693243836417,1.15477186538582,0.0572556956146673,0.0441946367434295,-0.0293657924024545,0.143877183631789,"none",0.00953866237257709,0.00127566151255764,0.00733920786499468,0.0123972616025754,0.903808905743833,0.0818046099079577,0.743471870324236,1.06414594116343
"AFSC-NROCKBSAI-1974-2011-STACHURA","NROCKBSAI","USA","US Alaska","Bering Sea and Aleutian Islands","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes polyspinis","Northern rockfish",NA,NA,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",37.273100242209,0.160419903463441,0.781789617148397,49.9860892823874,8.73081989167543,0.0976274384252448,28.5066260250956,5.76946555327853,"demersal",370,NA,0,740,NA,NA,3.78,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"East Bering Sea",67,-165.9634553,54.2327678,54.2327678,141126.6013,33,1977,2009,5.73384077954035,5.7603458336244,0.00171351675485544,207000,163818.181818182,3700.53475935835,0.0178769795138085,2848.60606060606,33,1.13921212121212,33,0.346336363636364,5.50742093229373,0.00518722523388359,0.0485105540805041,0.0273059237598408,0.0160952522741992,0.146209193686876,1.79496983265725,0.995960477311339,0.604991286374306,5.32555885136534,0.0384112262547013,0.121814550386799,-0.200345292503425,0.277167745012828,"none",0.00869711390150903,0.0010768325889144,0.00682310033648927,0.0110858387661848,0.737048506522111,0.142834107962072,0.45709365491645,1.01700335812777
"AFSC-NROCKGA-1959-2010-STACHURA","NROCKGA","USA","US Alaska","Gulf of Alaska","Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Sebastes polyspinis","Northern rockfish",NA,6070,"finfish","Actinopterygii","Scorpaeniformes","Sebastidae","Sebastes","species",37.273100242209,0.160419903463441,0.781789617148397,49.9860892823874,8.73081989167543,0.0976274384252448,28.5066260250956,5.76946555327853,"demersal",370,NA,0,740,NA,NA,3.78,"hunting macrofauna (predator)","dioecism",NA,"bearers","internal live bearers",NA,NA,NA,"Gulf of Alaska",67,-154.683735,56.48812433,56.48812433,151655.7534,49,1961,2009,7.07536223883145,7.05194443369669,0.0103011410370841,188000,124626.530612245,247.724489795918,0.00131768345636127,3850.24489795918,49,1.87489795918367,49,0.550412244897959,7.07302997674331,0.00247220407192675,0.0590749785114678,0.0270512153702494,0.0240779742347576,0.144939647002887,0.633898750412033,0.121811082237419,0.434959205364839,0.923828305776143,0.174265444081543,0.167367614049109,-0.153775079454711,0.502305967617796,"none",0.00627715935570946,0.000663059093600799,0.00510327192180205,0.00772107192811646,0.96374986943848,0.0400730053859631,0.885206778881992,1.04229295999497
"AFSC-NRSOLEEBSAI-1975-2012-HIVELY","NRSOLEEBSAI","USA","US Alaska","Eastern Bering Sea and Aleutian Islands","Survey index","Survey indices","Temporal indices derived from scientific survey data","Lepidopsetta polyxystra","Northern rock sole",NA,259310,"finfish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Lepidopsetta","species",42.735198439785,0.198875342931819,0.778201469793684,17.1215535445431,4.14243702034836,0.260013350962445,23.5623964506658,5.99678950402328,"demersal",350,NA,0,700,19,246,NA,"variable","dioecism",NA,"nonguarders",NA,"coastal",NA,NA,"East Bering Sea",67,-168.0746869,57.88490566,57.88490566,556506.7794,35,1977,2011,4.5454207924049,4.51477004126508,-0.00268322348664336,1740000,1195742.85714286,48522.1288515406,0.0278862809491613,39507.1428571429,35,1.51842857142857,35,0.526285714285714,4.37181891372218,0.00367378413899814,0.276431545244748,0.0609460351367284,0.179438710135383,0.425852365683781,1.05163938864685,0.0687905444786794,0.925095251741182,1.19549354693145,-0.0380725446551381,0.109090024264942,-0.251888992214425,0.175743902904148,"none",0.0193421713033787,0.0023215299229106,0.0152875717059048,0.0244721397175684,0.707673265335649,0.125959705353482,0.460792242842825,0.954554287828473
"IFOP-NSHRIMPCH-1949-2012-CHING","NSHRIMPCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Heterocarpus reedi","Nylon shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Heterocarpus","species",4.3105,0.16575,NA,NA,NA,NA,NA,NA,"demersal",289.5,NA,155,424,NA,NA,NA,NA,"dioecism",NA,"bearers","External brooders",NA,3.4,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,34,1978,2011,12.9479809559887,12.9985487529893,-0.00516397718880923,43300,26685.2941176471,634.698242933518,0.0146581580354161,5718.82352941176,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.287218507302765,0.062799266194083,0.187109968714565,0.440887631503339,2.03616484218878,0.638312424759694,1.10145536871863,3.76408103524781,0.0142593146707672,0.119397749910891,-0.219760275154578,0.248278904496113,"none",0.0367443793567001,0.00447548671417794,0.0289409091196636,0.0466519351111794,0.452760052388659,0.155366525545297,0.148241662319876,0.757278442457441
"CSIRO-NZLINGESE-1968-2007-FULTON","NZLINGESE","Australia","Australia","Southeast Australia","Integrated Analysis","SS2","Stock Synthesis v2.0 model","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Southeast Australian Shelf",57,148.5041649,-39.26395354,39.26395354,109569.7806,24,1983,2006,16.170009534668,16.1760798030429,0.0111079859675997,13100,9432.5,-317.81739130436,-0.0242608695652184,809.625,24,1.30795833333333,0,NA,15.9722285508619,0.00999770511271158,0.135560330480587,0.0637016707248045,0.0539677003810568,0.340511140371963,1.08251045806675,0.174644708777423,0.789046577001398,1.48512004991792,0.0207742932645322,0.179708937431583,-0.331455224101371,0.373003810630435,"none",0.0195138541791366,0.0028568207882849,0.0146462075798127,0.0259992563159805,0.666311649852494,0.164061677981943,0.344750761007885,0.987872538697102
"NZMFishMIDDEPTHSWG-NZLINGLIN6b-1980-2006-JENSEN","NZLINGLIN6b","New Zealand","New Zealand","New Zealand Areas LIN 6b","Integrated Analysis","CASAL","CASAL","Genypterus blacodes","New Zealand ling",12363,893.8449,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"New Zealand Shelf",81,-177.4746934,-48.69922147,48.69922147,447116.4923,26,1980,2005,9.46845408612259,9.41151482809735,-0.00706039639487268,16800,14481.9230769231,-244.659829059829,-0.0145630850630851,449.538461538462,26,3.58807692307692,26,0.0953595769230769,9.45995480797901,-0.00249105930352401,0.113243499750543,0.0677531619990145,0.0350536484992034,0.36584181061902,0.984328034413071,0.0976988159295958,0.810313111373769,1.19571270133945,0.00574794594789923,0.157774365673434,-0.303489810772031,0.314985702667829,"none",0.0171821527786364,0.002387124819683,0.0130863207263673,0.0225599219430378,0.553700830676207,0.201118468974031,0.159508631487107,0.947893029865308
"NZMFishINSHOREWG-NZSNAPNZ8-1931-2005-JENSEN","NZSNAPNZ8","New Zealand","New Zealand","New Zealand Area 8 (Auckland and Central West)","Integrated Analysis","CASAL","CASAL","Pagrus auratus","New Zealand snapper",120884,2284.7076,"finfish","Actinopterygii","Perciformes","Sparidae","Pagrus","species",72.9233157460552,0.116113979061982,5.6905887046169,23.6361189183508,5.75409701904283,0.204237563103395,37.0817363137381,13.3655418460346,"reef-associated",100,"oceanodromous",0,200,NA,NA,3.47,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"New Zealand Shelf",81,171.5337833,-35.34773443,35.34773443,382641.6912,35,1970,2004,17.7431960996231,17.7024341717101,0.00428910062461763,64000,19862.8571428571,-1255.86274509804,-0.0196228553921569,3440.57142857143,35,0.843828571428571,35,2.31314285714286,17.6399170591223,0.00713705492644235,0.141795274716908,0.013759856772445,0.117235565528553,0.171500003786365,1.02202236958996,0.0557164780283449,0.918450010325865,1.13727444302786,0.115618161856547,0.121160533436613,-0.121856483679215,0.353092807392309,"none",0.0122484844445696,0.00147887018310912,0.00966734492350032,0.0155187771178173,0.135619030675636,0.173867456767207,-0.20516118458809,0.476399245939362
"ISC-PACBTUNA-1952-2012-PONS","PACBTUNA","multinational","Pacific Ocean","Pacific Ocean","Integrated Analysis","SS3","Stock Synthesis v3.0 model","Thunnus orientalis","Pacific bluefin tuna",NA,17345,"finfish","Actinopterygii","Perciformes","Scombridae","Thunnus","species",183.033984268092,0.177802918162012,84.5690428584776,14.3895275686396,4.52649294860103,0.295899213248478,94.6978822846951,19.7937066263433,"pelagic-oceanic",275.5,"oceanodromous",1,550,NA,NA,NA,"hunting macrofauna (predator)",NA,NA,NA,NA,"oceanic",NA,NA,"South Pacific Ocean",77,-132.921797,-5.158571731,5.158571731,80815018.1,60,1952,2011,21.743707720828,21.7254374220434,0.00712961298911349,186000,92575,-1356.72409002501,-0.00729421553776889,22467,60,0.4965,60,2.39183333333333,21.7042383561695,0.00507691026634586,0.254453955282193,0.0657170895644746,0.153379669425984,0.422134273734348,1.74326848977498,0.540173031013141,0.949738929977771,3.1998109496401,0.0075703707988861,0.167225737472589,-0.320192074647388,0.335332816245161,"none",0.0238186616228854,0.00219768103919502,0.0198782402312537,0.0285401843878275,0.846423367662851,0.0730100838211295,0.703323603373437,0.989523131952265
"IFOP-PANCHCHVX-1960-2012-CHING","PANCHCHVX","multinational","South America","Chilean EEZ and offshore region V-X","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,22,1990,2011,15.2288104348764,15.2919778274306,0.0026339849920898,1910000,919000,-8186.33540372519,-0.00428603947839015,333545.454545455,0,NA,0,NA,15.0012475047363,0.00735960388022548,0.8827542512941,0.214716799729605,0.548016883969582,1.42195448894428,0.89230906179571,0.103690037981418,0.710559275737026,1.12054755873374,-0.0734948000319195,0.163192248143505,-0.393351606393188,0.246362006329349,"none",0.138902587745264,0.0211671671665838,0.10303732243172,0.187251846486173,0.351368436448573,0.2150750321453,-0.0701786265562143,0.772915499453361
"IFOP-PANCHNCH-1984-2012-CHING","PANCHNCH","multinational","South America","North Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-73.98670806,-26.64145881,26.64145881,688868.1363,22,1990,2011,17.9163926307564,17.9322128687054,-0.00443308726345565,5180000,2652545.45454545,-64535.2907961564,-0.0124585503467483,868318.181818182,0,NA,0,NA,17.6678170876984,0.00704611384875471,0.553091647441382,0.272697144561771,0.210431954302319,1.4537258444596,1.18173194150601,0.439790960754635,0.569812162292538,2.45079075875994,0.00534565766415666,0.159440299769212,-0.307157329883499,0.317848645211813,"none",0.241116280675199,0.0363797236554637,0.179388474517355,0.324084704789754,-0.508206819407525,0.190759632549345,-0.88209569920424,-0.134317939610809
"IMARPE-PANCHPERUNC-1959-2008-HIVELY","PANCHPERUNC","Peru","South America","North-Central Peruvian coast","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-79.1874065,-10.70006268,10.70006268,348063.244,46,1962,2007,19.9764860282326,19.8385586488394,0.0206611614572771,18300000,6516086.95652174,-118621.029910577,-0.00648202349238123,5195015.2173913,46,1.08623913043478,0,NA,19.8470058505118,0.0104014785025306,0.954135744560586,0.17549763885033,0.665338584960904,1.36828832661445,1.38864055702921,0.305905056093875,0.901725469120649,2.13848079339145,0.0138119512467226,0.0925238724539356,-0.167534838762991,0.195158741256436,"none",0.159716578261322,0.0167533551172757,0.130035575962714,0.196172356546639,0.187507116318343,0.185917558635517,-0.176891298607271,0.551905531243957
"IFOP-PANCHSCH-1984-2012-CHING","PANCHSCH","multinational","South America","South Chilean EEZ and offshore","Unknown","unknown","Unknown","Engraulis ringens","Peruvian anchoveta",NA,NA,"finfish","Actinopterygii","Clupeiformes","Engraulidae","Engraulis","species",19.9370752900354,0.923901870370166,0.05349423530798,3.43223820755557,0.91623084167503,1.18118689494488,12.9349873446634,18.0453668301556,"pelagic-neritic",41.5,"oceanodromous",3,80,NA,NA,2.85999989509582,"filtering plankton","dioecism","Two seasonal peaks per year","nonguarders","open water/substratum egg scatterers","coastal",NA,NA,"Humboldt Current",87,-77.38916182,-36.67265085,36.67265085,936151.1722,27,1985,2011,15.2306514226579,15.2181710951717,0.00105205693457303,736000,294814.814814815,-378.510378510351,-0.000514280405584714,66559.2592592593,0,NA,0,NA,15.0012475047363,0.00735960388022548,0.582519202136634,0.195903213212598,0.301330419514837,1.12610144506567,0.689941730861108,0.127098412472468,0.480844283720191,0.989966207564658,-0.00285169745580219,0.160221861267937,-0.316886545540958,0.311183150629354,"none",0.138773194926044,0.0188886524772472,0.106278395051555,0.181203335077085,0.26569884843584,0.249551771210667,-0.223422623137066,0.754820320008747
"ASMFC-PANDALGOM-1960-2009-IDOINE","PANDALGOM","USA","US East Coast","Gulf of Maine","Statistical catch at age model","CSA","Catch-Survey Analysis (like a state space approach)","Pandalus borealis","Northern shrimp",NA,NA,"invertebrate","Malacostraca","Decapoda","Pandalidae","Pandalus","species",2.74416666666667,0.293666666666667,NA,NA,NA,0.8775,NA,NA,"benthopelagic",729.5,NA,9,1450,50,500,3.07,"variable","dioecism","one clear seasonal peak per year","guarders",NA,NA,12,NA,"Northeast U.S. Continental Shelf",21,-68.87169328,43.27659948,43.27659948,58988.92638,24,1985,2008,8.95968302694105,8.88841070944354,0.0236456252933794,30100,12708.3333333333,76.7826086956555,0.00255091723241381,3608.08333333333,0,NA,0,NA,8.70299470429908,0.0103573381554331,0.996587253658492,0.235619335220938,0.626996744307643,1.5840371790946,0.984063113079794,0.0969303560647923,0.811293393774575,1.19362516440429,0.270248671817467,0.116038599518304,0.0428130167615903,0.497684326873344,"positive",0.0770187660200739,0.0112556683866851,0.0578359753679639,0.102564023196895,0.840929872531276,0.153405745119249,0.540254612097549,1.141605132965
"IFOP-PATGRENADIERCH-1977-2012-CHING","PATGRENADIERCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Macruronus magellanicus","Patagonian grenadier",NA,NA,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,27,1985,2011,12.9309053882391,12.9700215956679,-0.00509140051548726,1650000,1015666.66666667,-53824.7863247861,-0.0326210826210825,134777.777777778,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.10834402613274,0.0913676954817056,0.0207474277784017,0.565777508615867,2.8115584417266,4.30238335941849,0.140079058256242,56.4314250084692,0.0368021244615379,0.163459977644019,-0.28357943172074,0.357183680643816,"none",0.0598211947667777,0.00818530614274943,0.0457491924885703,0.078221606735874,0.12362356353281,0.232298874343038,-0.331682230179545,0.578929357245165
"INIDEP-PATGRENADIERSARG-1983-2006-Parma","PATGRENADIERSARG","Argentina","South America","Southern Argentina","VPA","VPA","Virtual Population Analysis","Macruronus magellanicus","Patagonian grenadier",NA,132131,"finfish","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","species",95.8070020596649,0.165156444806815,2.67587347414017,19.4950053802499,5.406019180529,0.2414494509987,54.2751587224005,8.71791375249497,"benthopelagic",265,"oceanodromous",30,500,NA,NA,3.93,"variable",NA,NA,NA,NA,NA,NA,NA,"Patagonian Shelf",41,-63.64651685,-49.52202925,49.52202925,789923.9552,21,1985,2005,8.93095273398295,8.95222107508556,0.00357896831768317,1660000,1211571.42857143,36712.9870129872,0.0221162572367393,89109.5238095238,21,1.88714285714286,21,0.401319047619048,8.76689061112755,0.00481811438033809,0.565724500303735,0.178859223444326,0.304427944541594,1.05129708353756,0.782515543640708,0.130658439407561,0.564109301638264,1.0854821472736,0.0309320288535259,0.179901001580921,-0.32167393424508,0.383537991952131,"none",0.0598069240810106,0.00925386702868705,0.0441614639871751,0.0809952353271288,0.910791404602391,0.127032806539178,0.661807103785602,1.15977570541918
"IFOP-PCEELCH-1978-2011-CHING","PCEELCH","multinational","South America","Chilean EEZ and offshore","Unknown","unknown","Unknown","Genypterus blacodes","New Zealand ling",NA,NA,"finfish","Actinopterygii","Ophidiiformes","Ophidiidae","Genypterus","species",132.962150753546,0.112999100645428,12.7745207917928,26.3299698777538,7.63850577507059,0.193380201671126,68.7285314264836,11.9489700649448,"bathydemersal",511,"oceanodromous",22,1000,300,550,4.18,"hunting macrofauna (predator)","dioecism",NA,"nonguarders","open water/substratum egg scatterers","oceanic",NA,NA,"Humboldt Current",87,-75.6430531,-40.93236538,40.93236538,2485402.473,32,1979,2010,12.9590347242013,13.0013887252704,-0.00506067760376935,50600,29146.875,-1247.45234604102,-0.0246532084197831,6802.5,0,NA,0,NA,12.7302898209877,0.00693070452287629,0.378052421633913,0.123232375453992,0.199564757542928,0.716176720093083,1.13861016614713,0.12060666473293,0.925146133703747,1.40132792347456,0.00189332446433889,0.112257736745636,-0.218131839557109,0.221918488485786,"none",0.0250195392383187,0.00314401423569167,0.0195575005409898,0.0320070216736443,0.906994637683242,0.0989242155266174,0.713103175251071,1.10088610011541
"DFO-PAC-PCOD5AB-1945-2014-OSGOOD","PCOD5AB","Canada","Canada West Coast","Queen Charlotte Sound","Biomass dynamics model","Delay difference","Delay difference model","Gadus macrocephalus","Pacific cod",NA,763.3,"finfish","Actinopterygii","Gadiformes","Gadidae","Gadus","species",93.4097107526428,0.207941056036611,8.02565924836648,16.811065053349,3.63843992006247,0.403583439350381,51.3099965123801,5.87303096746076,"demersal",645,"oceanodromous",10,1280,100,400,4.37,"hunting macrofauna (predator)","dioecism","one clear seasonal peak per year","nonguarders","open water/substratum egg scatterers",NA,NA,NA,"Gulf of Alaska",67,-132.1135695,51.23901275,51.23901275,109179.1232,57,1956,2012,10.1858486330382,10.2300882035611,0.00665894404764306,11900,4421.08771929825,-134.28292714545,-0.0112842795920546,966.894736842105,57,1.27589649122807,0,NA,10.1677021220763,0.00383657938474543,0.332734191581182,0.17922974535733,0.115766517197963,0.956339060091637,1.04486295085893,0.330876212602342,0.561700515667364,1.94363109099254,-0.0340731730832642,0.160512323619989,-0.348677327378443,0.280530981211915,"none",0.127745503956422,0.0119710151828509,0.106310991394735,0.153501661182782,0.398301872229551,0.162346280050382,0.0801031633308026,0.716500581128299
